date,open,high,low,close,volume
2024-01-02,292.1,297.1,286.5,288.7,23354069
2024-01-03,286.1,293.7,284.5,292.7,20391718
2024-01-04,296.5,296.5,290.1,290.9,20217430
2024-01-05,287.5,288.7,281.7,284.3,23745017
2024-01-08,286.5,286.7,277.3,280.1,16718452
2024-01-09,278.1,281.3,275.5,275.7,16927478
2024-01-10,274.1,277.3,268.9,272.3,19146068
2024-01-11,272.7,284.5,272.1,279.5,20604580
2024-01-12,277.7,285.1,276.9,280.5,15770055
2024-01-15,282.1,285.9,279.7,281.5,16334371
2024-01-16,275.9,280.9,272.1,274.5,22236094
2024-01-17,269.1,270.9,264.3,266.7,36114167
2024-01-18,266.7,271.3,263.3,269.7,24604079
2024-01-19,267.1,274.7,260.3,263.3,26897479
2024-01-22,262.7,263.7,252.3,254.3,33654810
2024-01-23,258.9,270.3,255.3,264.1,35610787
2024-01-24,271.7,276.5,264.3,273.9,33863638
2024-01-25,277.1,284.1,272.9,282.9,34160783
2024-01-26,280.3,282.3,273.3,274.9,24815795
2024-01-29,278.1,280.5,271.5,274.1,20159014
2024-01-30,269.3,272.1,265.1,265.9,21505998
2024-01-31,265.9,270.1,260.499999999,262.7,20052974
2024-02-01,262.1,269.9,260.1,263.7,17329472
2024-02-02,276.7,279.7,267.1,271.5,31053753
2024-02-05,270.5,275.5,265.9,271.7,20456590
2024-02-06,271.9,284.7,271.7,282.9,28856902
2024-02-07,287.1,289.1,280.9,284.3,26343654
2024-02-08,282.1,285.3,278.5,279.3,17910672
2024-02-09,276.7,279.5,273.5,279.3,6732059
2024-02-14,279.1,283.3,274.1,282.1,11567444
2024-02-15,280.7,282.1,277.1,277.5,12568028
2024-02-16,277.7,283.9,272.5,283.9,17215356
2024-02-19,283.5,283.5,275.9,276.9,15415304
2024-02-20,279.1,279.9,272.5,276.3,15773028
2024-02-21,272.9,286.7,272.9,280.9,23947218
2024-02-22,280.3,283.5,278.9,283.5,12441270
2024-02-23,282.1,288.5,279.1,282.9,13229798
2024-02-26,279.5,282.3,277.5,279.3,12412426
2024-02-27,278.3,278.3,270.3,276.7,23612599
2024-02-28,277.1,277.9,268.5,269.1,25903478
2024-02-29,267.3,271.1,266.7,269.3,29721885
2024-03-01,265.1,271.1,263.9,269.5,27952651
2024-03-04,269.5,272.1,266.9,268.3,13832089
2024-03-05,262.3,265.3,258.3,260.3,26055083
2024-03-06,258.1,269.1,257.9,266.7,23289346
2024-03-07,266.9,267.7,261.3,263.1,17159729
2024-03-08,264.1,267.7,262.1,262.1,12416156
2024-03-11,263.3,270.7,263.3,270.7,17866889
2024-03-12,274.1,284.7,272.3,282.9,36531141
2024-03-13,283.5,286.1,280.7,282.7,20074418
2024-03-14,281.5,286.1,278.9,281.3,14227432
2024-03-15,275.1,278.3,271.7,275.9,29183023
2024-03-18,274.3,283.5,274.3,281.9,19633305
2024-03-19,281.1,283.3,277.1,277.1,15635351
2024-03-20,277.5,282.3,275.1,280.9,15622235
2024-03-21,287.3,290.3,281.7,283.3,36868686
2024-03-22,279.5,282.5,274.5,280.9,26432205
2024-03-25,280.9,282.7,277.1,280.7,21127168
2024-03-26,278.1,292.7,278.1,291.5,33998571
2024-03-27,288.1,299.7,287.9,294.1,38753084
2024-03-28,294.1,301.7,293.5,295.9,30000843
2024-04-02,301.1,304.5,299.9,301.3,26561604
2024-04-03,304.1,304.1,298.5,300.5,19696947
2024-04-05,301.7,303.7,296.5,302.1,13582369
2024-04-08,297.3,303.1,296.5,297.5,21656541
2024-04-09,299.5,300.9,295.1,297.1,17879375
2024-04-10,298.5,307.3,298.5,306.3,24730145
2024-04-11,301.9,308.7,301.1,307.1,18834968
2024-04-12,306.1,310.1,301.5,301.7,23031342
2024-04-15,296.7,300.9,295.9,296.5,18295291
2024-04-16,293.3,300.5,292.1,293.9,19691636
2024-04-17,293.9,296.1,289.9,292.9,14410544
2024-04-18,294.3,300.9,290.7,296.5,19058907
